state_cd	state_name	county_cd	county_nm	year	Total Population total population of area, in thousands	Public Supply population served by groundwater, in thousands	Public Supply population served by surface water, in thousands	Public Supply total population served, in thousands	Public Supply self-supplied groundwater withdrawals, fresh, in Mgal/d	Public Supply self-supplied groundwater withdrawals, saline, in Mgal/d	Public Supply total self-supplied withdrawals, groundwater, in Mgal/d	Public Supply self-supplied surface-water withdrawals, fresh, in Mgal/d	Public Supply self-supplied surface-water withdrawals, saline, in Mgal/d	Public Supply total self-supplied withdrawals, surface water, in Mgal/d	Public Supply total self-supplied withdrawals, fresh, in Mgal/d	Public Supply total self-supplied withdrawals, saline, in Mgal/d	Public Supply total self-supplied withdrawals, total, in Mgal/d	Public Supply deliveries to domestic, in Mgal/d	Public Supply deliveries to commercial, in Mgal/d	Public Supply deliveries to industrial, in Mgal/d	Public Supply deliveries to thermoelectric, in Mgal/d	Public Supply total deliveries, in Mgal/d	Public Supply public use and losses, in Mgal/d	Public Supply per capita use, in gallons/person/day	Public Supply reclaimed wastewater, in Mgal/d	Public Supply number of facilities	Commercial self-supplied groundwater withdrawals, fresh, in Mgal/d	Commercial self-supplied groundwater withdrawals, saline, in Mgal/d	Commercial total self-supplied withdrawals, groundwater, in Mgal/d	Commercial self-supplied surface-water withdrawals, fresh, in Mgal/d	Commercial self-supplied surface-water withdrawals, saline, in Mgal/d	Commercial total self-supplied withdrawals, surface water, in Mgal/d	Commercial total self-supplied withdrawals, fresh, in Mgal/d	Commercial total self-supplied withdrawals, saline, in Mgal/d	Commercial total self-supplied withdrawals, in Mgal/d	Commercial deliveries from public supply, in Mgal/d	Commercial total self-supplied withdrawals plus deliveries, in Mgal/d	Commercial consumptive use, fresh, in Mgal/d	Commercial consumptive use, saline, in Mgal/d	Commercial total consumptive use, in Mgal/d	Commercial reclaimed wastewater, in Mgal/d	Domestic self-supplied population, in thousands	Domestic self-supplied groundwater withdrawals, fresh, in Mgal/d	Domestic self-supplied groundwater withdrawals, saline, in Mgal/d	Domestic total self-supplied withdrawals, groundwater, in Mgal/d	Domestic self-supplied surface-water withdrawals, fresh, in Mgal/d	Domestic self-supplied surface-water withdrawals, saline, in Mgal/d	Domestic total self-supplied withdrawals, surface water, in Mgal/d	Domestic total self-supplied withdrawals, fresh, in Mgal/d	Domestic total self-supplied withdrawals, saline, in Mgal/d	Domestic total self-supplied withdrawals, in Mgal/d	Domestic per capita use, self-supplied, in gallons/person/day	Domestic deliveries from public supply, in Mgal/d	Domestic per capita use, public-supplied, in gallons/person/day	Domestic total self-supplied withdrawals plus deliveries, in Mgal/d	Domestic consumptive use, fresh, in Mgal/d	Domestic consumptive use, saline, in Mgal/d	Domestic total consumptive use, in Mgal/d	Livestock self-supplied groundwater withdrawals, fresh, in Mgal/d	Livestock self-supplied surface-water withdrawals, fresh, in Mgal/d	Livestock total self-supplied withdrawals, fresh, in Mgal/d	Livestock consumptive use, fresh, in Mgal/d	Irrigation, Total self-supplied groundwater withdrawals, fresh, in Mgal/d	Irrigation, Total self-supplied surface-water withdrawals, fresh, in Mgal/d	Irrigation, Total consumptive use, fresh, in Mgal/d	Irrigation, Total sprinkler irrigation, in thousand acres	Irrigation, Total microirrigation, in thousand acres	Irrigation, Total surface irrigation, in thousand acres	Irrigation, Total total irrigation, in thousand acres	Irrigation, Total reclaimed wastewater, in Mgal/d	Irrigation, Crop self-supplied groundwater withdrawals for crops, fresh, in Mgal/d	Irrigation, Crop self-supplied surface-water withdrawals for crops, fresh, in Mgal/d	Irrigation, Crop total self-supplied withdrawals for crops, fresh, in Mgal/d	Irrigation, Crop consumptive use for crops, fresh, in Mgal/d	Irrigation, Crop sprinkler irrigation for crops, in thousand acres	Irrigation, Crop microirrigation for crops, in thousand acres	Irrigation, Crop surface irrigation for crops, in thousand acres	Irrigation, Crop total irrigation for crops, in thousand acres	Irrigation, Crop reclaimed wastewater for crops, in Mgal/d	Irrigation, Golf Courses self-supplied groundwater withdrawals for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses self-supplied surface-water withdrawals for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses total self-supplied withdrawals for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses consumptive use for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses sprinkler irrigation for golf courses, in thousand acres	Irrigation, Golf Courses microirrigation for golf courses, in thousand acres	Irrigation, Golf Courses surface irrigation for golf courses, in thousand acres	Irrigation, Golf Courses total irrigation for golf courses, in thousand acres	Irrigation, Golf Courses reclaimed wastewater for golf courses, in Mgal/d
06	California	027	Inyo County	1995	18.450	12.380	0.790	13.170	2.44	0.00	2.44	0.17	0.00	0.17	2.61	0.00	2.61	1.76	0.80	0.00	0.00	2.56	0.05	198.00	0.00	6	34.60	0.00	34.60	2.42	0.00	2.42	37.02	0.00	37.02	0.80	37.82	0.21	0.00	0.21	0.09	5.280	0.36	0.00	0.36	0.04	0.00	0.04	0.40	0.00	0.40	76	1.760	134	2.16	0.68	0.00	0.68	-	-	-	-	34.30	15.61	44.93	1.08	0.03	9.89	11.00	0.51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	027	Inyo County	2000	17.950	6.910	0.000	6.910	3.04	-	-	0.00	-	-	3.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11.040	0.75	-	-	0.08	-	-	0.83	-	-	75	-	-	-	-	-	-	0.97	1.24	2.21	-	46.36	21.11	-	0.27	0.00	14.80	15.07	-	46.20	21.00	67.20	-	0.00	0.00	14.80	14.80	-	0.16	0.11	0.27	-	0.27	0.00	0.00	0.27	-
06	California	027	Inyo County	2005	18.156	1.564	13.294	14.858	0.33	0.00	0.33	2.82	0.00	2.82	3.15	0.00	3.15	5.77	-	-	-	-	-	212.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.298	1.34	-	-	1.49	-	-	2.83	-	-	858	5.770	388	8.60	-	-	-	0.12	0.16	0.28	-	40.93	20.16	-	0.00	0.00	14.90	14.90	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	027	Inyo County	2010	18.546	16.870	0.060	16.930	5.70	0.00	5.70	0.01	0.00	0.01	5.71	0.00	5.71	2.19	-	0.00	-	-	-	337.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.616	0.09	-	-	0.03	-	-	0.12	-	-	74	2.190	129	2.31	-	-	-	0.10	0.13	0.23	-	54.94	27.13	-	0.25	0.00	22.16	22.41	-	54.57	26.88	81.45	72.15	0.00	0.00	22.16	22.16	-	0.37	0.25	0.62	-	0.25	0.00	0.00	0.25	-
06	California	029	Kern County	1985	480.680	458.160	0.890	459.050	149.75	-	-	0.28	-	-	150.03	-	-	91.52	34.51	2.52	0.00	128.55	-	-	-	-	0.32	-	-	0.03	-	-	0.35	-	-	34.51	-	8.61	-	-	-	21.630	0.84	-	-	0.07	-	-	0.91	-	-	42	91.520	199	92.43	24.03	-	-	-	-	-	-	1262.01	1548.71	1790.00	165.91	-	728.01	-	25.30	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	029	Kern County	1990	543.480	411.890	11.550	423.440	132.97	-	-	5.61	-	-	138.58	-	-	60.15	21.63	3.80	0.00	85.58	-	-	-	163	0.00	-	-	1.94	-	-	1.94	-	-	21.63	-	0.00	-	-	-	120.040	8.73	-	-	0.27	-	-	9.00	-	-	75	60.150	142	69.15	17.98	-	-	-	-	-	-	1500.87	1213.13	1984.21	353.80	-	488.60	-	34.08	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	029	Kern County	1995	616.700	500.900	74.850	575.750	125.37	0.00	125.37	20.43	0.00	20.43	145.80	0.00	145.80	102.14	24.15	1.70	0.00	127.99	17.81	253.00	0.00	36	0.00	0.00	0.00	14.80	0.00	14.80	14.80	0.00	14.80	24.15	38.95	6.29	0.00	6.29	0.69	40.950	2.76	0.00	2.76	0.31	0.00	0.31	3.07	0.00	3.07	75	102.140	177	105.21	30.04	0.00	30.04	-	-	-	-	1219.04	1068.65	1758.27	169.76	64.74	587.20	821.70	2.60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	029	Kern County	2000	661.650	494.860	90.740	585.600	151.73	-	-	29.50	-	-	181.23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	76.050	5.13	-	-	0.57	-	-	5.70	-	-	75	-	-	-	-	-	-	5.77	7.34	13.11	-	1376.79	1206.63	-	71.84	429.10	428.20	929.14	-	1375.00	1205.40	2580.40	-	69.50	429.10	428.20	926.80	-	1.79	1.23	3.02	-	2.34	0.00	0.00	2.34	-
06	California	029	Kern County	2005	756.825	151.277	550.853	702.130	67.07	0.00	67.07	244.21	0.00	244.21	311.28	0.00	311.28	111.19	-	-	-	-	-	443.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	54.695	17.78	-	-	1.98	-	-	19.76	-	-	361	111.190	158	130.95	-	-	-	4.06	5.16	9.22	-	956.21	1267.54	-	62.18	383.85	383.03	829.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	029	Kern County	2010	839.631	712.400	73.160	785.560	167.81	0.00	167.81	58.19	0.00	58.19	226.00	0.00	226.00	134.02	-	28.04	-	-	-	288.00	37.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	54.071	2.09	-	-	0.19	-	-	2.28	-	-	42	134.020	171	136.30	-	-	-	5.22	6.64	11.86	-	780.35	1029.79	-	58.35	340.08	339.36	737.79	36.25	773.10	1024.81	1797.91	1578.06	55.09	340.08	339.36	734.53	35.89	7.25	4.98	12.23	-	3.26	0.00	0.00	3.26	0.36
06	California	031	Kings County	1985	84.560	55.310	13.650	68.960	15.33	-	-	4.20	-	-	19.53	-	-	11.91	4.49	2.64	0.00	19.04	-	-	-	-	0.43	-	-	0.01	-	-	0.44	-	-	4.49	-	1.38	-	-	-	15.600	1.15	-	-	0.02	-	-	1.17	-	-	75	11.910	173	13.08	3.40	-	-	-	-	-	-	632.49	785.66	971.75	87.03	-	395.67	-	11.34	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	031	Kings County	1990	101.470	73.730	0.000	73.730	20.70	-	-	2.81	-	-	23.51	-	-	12.42	5.50	0.16	0.00	18.08	-	-	-	27	0.00	-	-	0.00	-	-	0.00	-	-	5.50	-	0.00	-	-	-	27.740	1.91	-	-	0.17	-	-	2.08	-	-	75	12.420	168	14.50	3.77	-	-	-	-	-	-	468.51	881.68	1027.34	37.37	-	496.53	-	2.69	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	031	Kings County	1995	114.900	74.880	12.370	87.250	21.07	0.00	21.07	4.51	0.00	4.51	25.58	0.00	25.58	19.01	5.84	0.27	0.00	25.12	0.46	293.00	2.45	9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.84	5.84	1.52	0.00	1.52	0.00	27.650	1.87	0.00	1.87	0.21	0.00	0.21	2.08	0.00	2.08	75	19.010	218	21.09	5.48	0.00	5.48	-	-	-	-	728.26	640.57	1050.57	60.36	6.88	425.96	493.20	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	031	Kings County	2000	129.460	85.590	22.880	108.470	17.80	-	-	4.51	-	-	22.31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20.990	1.42	-	-	0.16	-	-	1.58	-	-	75	-	-	-	-	-	-	10.56	13.45	24.01	-	790.84	695.53	-	0.35	78.70	456.60	535.65	-	790.50	695.30	1485.80	-	0.00	78.70	456.60	535.30	-	0.34	0.23	0.57	-	0.35	0.00	0.00	0.35	-
06	California	031	Kings County	2005	143.420	10.130	102.425	112.555	4.98	0.00	4.98	50.35	0.00	50.35	55.33	0.00	55.33	18.11	-	-	-	-	-	492.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	30.865	5.40	-	-	0.60	-	-	6.00	-	-	194	18.110	161	24.11	-	-	-	5.87	7.48	13.35	-	528.81	776.89	-	0.00	46.96	450.04	497.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	031	Kings County	2010	152.982	113.960	23.770	137.730	24.60	0.00	24.60	4.32	0.00	4.32	28.92	0.00	28.92	19.25	-	1.01	-	-	-	210.00	5.68	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15.252	1.05	-	-	0.09	-	-	1.14	-	-	75	19.250	140	20.39	-	-	-	6.10	7.77	13.87	-	506.88	744.56	-	0.25	52.79	505.91	558.95	5.23	506.74	744.46	1251.20	1054.14	0.00	52.79	505.91	558.70	4.86	0.14	0.10	0.24	-	0.25	0.00	0.00	0.25	0.37
06	California	033	Lake County	1985	47.660	21.220	24.170	45.390	2.83	-	-	2.71	-	-	5.54	-	-	3.38	1.27	0.08	0.00	4.73	-	-	-	-	0.05	-	-	0.01	-	-	0.06	-	-	1.27	-	0.35	-	-	-	2.270	0.14	-	-	0.03	-	-	0.17	-	-	75	3.380	74	3.55	0.92	-	-	-	-	-	-	14.43	45.95	47.76	4.87	-	16.33	-	0.12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	033	Lake County	1990	50.630	20.000	25.850	45.850	2.91	-	-	2.64	-	-	5.55	-	-	3.27	0.83	0.04	0.00	4.14	-	-	-	76	0.00	-	-	0.00	-	-	0.00	-	-	0.83	-	0.00	-	-	-	4.780	0.21	-	-	0.15	-	-	0.36	-	-	75	3.270	71	3.63	0.94	-	-	-	-	-	-	35.51	12.49	35.95	13.20	-	3.10	-	0.89	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	033	Lake County	1995	55.100	19.890	22.430	42.320	2.87	0.00	2.87	2.96	0.00	2.96	5.83	0.00	5.83	3.73	1.01	0.00	0.00	4.74	1.09	138.00	0.00	25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	1.01	0.26	0.00	0.26	1.64	12.780	0.86	0.00	0.86	0.10	0.00	0.10	0.96	0.00	0.96	75	3.730	88	4.69	1.25	0.00	1.25	-	-	-	-	41.16	8.89	48.90	5.41	1.93	8.26	15.60	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	033	Lake County	2000	58.310	20.600	24.060	44.660	3.07	-	-	3.78	-	-	6.85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.650	0.92	-	-	0.10	-	-	1.02	-	-	75	-	-	-	-	-	-	0.07	0.08	0.15	-	35.86	7.88	-	5.07	1.70	7.10	13.87	-	35.60	7.70	43.30	-	4.70	1.70	7.10	13.50	-	0.26	0.18	0.44	-	0.37	0.00	0.00	0.37	-
06	California	033	Lake County	2005	65.147	0.000	31.454	31.454	0.00	0.00	0.00	6.06	0.00	6.06	6.06	0.00	6.06	6.81	-	-	-	-	-	193.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	33.693	1.04	-	-	0.00	-	-	1.04	-	-	31	6.810	217	7.85	-	-	-	0.07	0.08	0.15	-	25.74	11.81	-	5.83	10.64	1.67	18.14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	033	Lake County	2010	64.665	25.350	13.370	38.720	3.66	0.00	3.66	4.41	0.00	4.41	8.07	0.00	8.07	6.40	-	0.01	-	-	-	208.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25.945	1.64	-	-	0.31	-	-	1.95	-	-	75	6.400	165	8.35	-	-	-	0.03	0.04	0.07	-	22.40	10.28	-	5.67	9.83	1.54	17.04	-	22.38	10.27	32.65	29.90	5.39	9.83	1.54	16.76	-	0.02	0.01	0.03	-	0.28	0.00	0.00	0.28	0.35
06	California	035	Lassen County	1985	24.380	14.220	0.210	14.430	4.20	-	-	0.06	-	-	4.26	-	-	2.60	0.98	0.00	0.00	3.58	-	-	-	-	0.26	-	-	0.01	-	-	0.27	-	-	0.98	-	0.42	-	-	-	9.950	0.70	-	-	0.03	-	-	0.73	-	-	73	2.600	180	3.33	0.87	-	-	-	-	-	-	56.46	185.87	178.99	33.57	-	71.33	-	0.97	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	035	Lassen County	1990	27.600	11.700	0.000	11.700	3.75	-	-	1.31	-	-	5.06	-	-	2.25	1.80	0.23	0.00	4.28	-	-	-	13	0.00	-	-	0.00	-	-	0.00	-	-	1.80	-	0.00	-	-	-	15.900	0.75	-	-	0.44	-	-	1.19	-	-	75	2.250	192	3.44	0.89	-	-	-	-	-	-	86.62	198.14	192.15	42.00	-	58.00	-	0.32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	035	Lassen County	1995	28.650	16.780	0.000	16.780	5.45	0.00	5.45	0.00	0.00	0.00	5.45	0.00	5.45	1.94	2.36	0.13	0.00	4.43	1.02	325.00	0.00	8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.36	2.36	0.61	0.00	0.61	0.00	11.870	0.80	0.00	0.80	0.09	0.00	0.09	0.89	0.00	0.89	75	1.940	116	2.83	0.74	0.00	0.74	-	-	-	-	115.87	178.00	257.80	10.28	0.23	96.49	107.00	1.72	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	035	Lassen County	2000	33.830	10.640	6.470	17.110	3.35	-	-	2.37	-	-	5.72	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16.720	1.13	-	-	0.13	-	-	1.26	-	-	75	-	-	-	-	-	-	0.40	0.51	0.91	-	188.28	289.12	-	35.58	0.00	138.30	173.88	-	188.10	289.00	477.10	-	35.40	0.00	138.30	173.70	-	0.18	0.12	0.30	-	0.18	0.00	0.00	0.18	-
06	California	035	Lassen County	2005	34.751	1.613	12.902	14.515	0.39	0.00	0.39	3.10	0.00	3.10	3.49	0.00	3.49	6.75	-	-	-	-	-	240.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20.236	3.14	-	-	0.90	-	-	4.04	-	-	200	6.750	465	10.79	-	-	-	0.34	0.43	0.77	-	68.71	145.22	-	18.77	0.00	73.23	92.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	035	Lassen County	2010	34.895	16.680	0.000	16.680	7.26	0.00	7.26	0.00	0.00	0.00	7.26	0.00	7.26	3.52	-	0.54	-	-	-	435.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18.215	0.47	-	-	0.09	-	-	0.56	-	-	31	3.520	211	4.08	-	-	-	0.32	0.40	0.72	-	56.60	119.32	-	19.44	0.00	75.26	94.70	-	56.39	119.18	175.57	173.64	19.29	0.00	75.26	94.55	-	0.21	0.14	0.35	-	0.15	0.00	0.00	0.15	-
06	California	037	Los Angeles County	1985	8105.540	5875.350	1849.410	7724.760	1141.59	-	-	385.01	-	-	1526.60	-	-	931.23	351.12	113.98	10.69	1407.02	-	-	-	-	7.72	-	-	1.69	-	-	9.41	-	-	351.12	-	91.39	-	-	-	380.780	20.47	-	-	4.49	-	-	24.96	-	-	66	931.230	121	956.19	248.61	-	-	-	-	-	-	56.95	77.36	97.71	24.13	-	14.54	-	13.41	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	037	Los Angeles County	1990	8863.110	4322.470	4099.650	8422.120	844.65	-	-	715.60	-	-	1560.25	-	-	1115.03	237.26	163.53	7.59	1523.41	-	-	-	233	1.63	-	-	0.00	-	-	1.63	-	-	237.26	-	3.74	-	-	-	440.990	21.00	-	-	9.27	-	-	30.27	-	-	69	1115.030	132	1145.30	298.58	-	-	-	-	-	-	53.26	64.16	80.22	29.17	-	15.02	-	20.18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	037	Los Angeles County	1995	9352.200	2794.160	6519.700	9313.860	523.94	0.00	523.94	948.86	0.00	948.86	1472.80	0.00	1472.80	1058.38	287.59	94.88	3.95	1444.80	28.00	158.00	9.81	125	0.87	0.00	0.87	0.00	0.00	0.00	0.87	0.00	0.87	287.59	288.46	74.79	0.00	74.79	9.18	38.340	2.59	0.00	2.59	0.29	0.00	0.29	2.88	0.00	2.88	75	1058.380	114	1061.26	299.46	0.00	299.46	-	-	-	-	19.95	16.41	31.67	3.89	0.98	11.53	16.40	26.93	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	037	Los Angeles County	2000	9519.340	3347.560	5161.660	8509.220	643.95	-	-	930.88	-	-	1574.83	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1010.120	68.18	-	-	7.58	-	-	75.76	-	-	75	-	-	-	-	-	-	1.31	1.67	2.98	-	36.20	28.38	-	28.59	1.10	4.30	33.99	-	28.20	23.20	51.40	-	17.80	1.10	4.30	23.20	-	8.00	5.18	13.18	-	10.79	0.00	0.00	10.79	-
06	California	037	Los Angeles County	2005	9935.475	1613.927	7462.349	9076.276	330.68	0.00	330.68	1528.95	0.00	1528.95	1859.63	0.00	1859.63	1106.66	-	-	-	-	-	205.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	859.199	10.42	-	-	8.68	-	-	19.10	-	-	22	1106.660	122	1125.76	-	-	-	0.13	0.17	0.30	-	43.80	17.03	-	15.49	0.93	3.73	20.15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	037	Los Angeles County	2010	9818.605	3426.890	5815.810	9242.700	597.31	1.05	598.36	774.22	0.00	774.22	1371.53	1.05	1372.58	927.69	-	56.12	-	-	-	149.00	85.47	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	575.905	31.21	-	-	9.23	-	-	40.44	-	-	70	927.690	100	968.13	-	-	-	0.24	0.32	0.56	-	62.42	28.91	-	29.10	1.15	4.61	34.86	6.28	44.51	17.31	61.82	61.53	19.13	1.15	4.61	24.89	0.02	17.91	11.60	29.51	-	9.97	0.00	0.00	9.97	6.26
06	California	039	Madera County	1985	75.750	20.750	0.840	21.590	6.22	-	-	0.23	-	-	6.45	-	-	3.93	1.48	0.01	0.00	5.42	-	-	-	-	0.85	-	-	0.04	-	-	0.89	-	-	1.48	-	0.93	-	-	-	54.160	2.26	-	-	0.09	-	-	2.35	-	-	43	3.930	182	6.28	1.64	-	-	-	-	-	-	457.30	660.80	704.90	52.26	-	274.34	-	3.35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	039	Madera County	1990	88.090	51.450	0.930	52.380	17.00	-	-	0.47	-	-	17.47	-	-	10.47	2.28	0.00	0.00	12.75	-	-	-	54	0.00	-	-	0.00	-	-	0.00	-	-	2.28	-	0.00	-	-	-	35.710	2.14	-	-	0.54	-	-	2.68	-	-	75	10.470	200	13.15	3.42	-	-	-	-	-	-	692.84	161.79	614.66	22.16	-	294.35	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	039	Madera County	1995	106.400	56.640	0.360	57.000	17.02	0.00	17.02	0.17	0.00	0.17	17.19	0.00	17.19	12.96	2.04	0.09	0.00	15.09	2.10	302.00	0.00	16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.04	2.04	0.53	0.00	0.53	0.00	49.400	3.33	0.00	3.33	0.37	0.00	0.37	3.70	0.00	3.70	75	12.960	227	16.66	4.33	0.00	4.33	-	-	-	-	285.92	663.40	760.52	73.93	47.00	190.27	311.20	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	039	Madera County	2000	123.110	72.550	1.490	74.040	18.96	-	-	0.25	-	-	19.21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	49.070	3.31	-	-	0.37	-	-	3.68	-	-	75	-	-	-	-	-	-	5.86	7.46	13.32	-	287.56	666.05	-	9.08	255.70	48.10	312.88	-	286.90	665.60	952.50	-	8.40	255.70	48.10	312.20	-	0.66	0.45	1.11	-	0.68	0.00	0.00	0.68	-
06	California	039	Madera County	2005	142.788	7.865	79.523	87.388	4.67	0.00	4.67	47.18	0.00	47.18	51.85	0.00	51.85	19.66	-	-	-	-	-	593.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	55.400	8.71	-	-	0.97	-	-	9.68	-	-	175	19.660	225	29.34	-	-	-	2.47	3.14	5.61	-	378.43	389.17	-	7.97	241.26	45.48	294.71	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	039	Madera County	2010	150.865	99.130	1.350	100.480	21.46	0.00	21.46	0.57	0.00	0.57	22.03	0.00	22.03	13.74	-	0.00	-	-	-	219.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	50.385	2.78	-	-	0.34	-	-	3.12	-	-	62	13.740	137	16.86	-	-	-	3.08	3.92	7.00	-	351.21	360.77	-	8.82	243.18	45.84	297.84	-	350.00	359.94	709.94	608.62	8.03	243.18	45.84	297.05	-	1.21	0.83	2.04	-	0.79	0.00	0.00	0.79	-
06	California	041	Marin County	1985	223.990	54.310	165.060	219.370	9.61	-	-	29.22	-	-	38.83	-	-	23.69	8.93	0.69	0.00	33.31	-	-	-	-	0.09	-	-	0.04	-	-	0.13	-	-	8.93	-	2.25	-	-	-	4.620	0.24	-	-	0.10	-	-	0.34	-	-	74	23.690	108	24.03	6.25	-	-	-	-	-	-	0.39	1.89	1.43	0.40	-	0.40	-	0.09	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	041	Marin County	1990	230.100	51.560	172.330	223.890	8.94	-	-	27.96	-	-	36.90	-	-	26.13	5.01	2.46	0.00	33.60	-	-	-	14	0.00	-	-	0.00	-	-	0.00	-	-	5.01	-	0.00	-	-	-	6.210	0.29	-	-	0.18	-	-	0.47	-	-	76	26.130	117	26.60	6.79	-	-	-	-	-	-	1.18	1.23	1.43	0.59	-	0.11	-	2.17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	041	Marin County	1995	238.900	5.450	224.900	230.350	0.46	0.00	0.46	36.55	0.00	36.55	37.01	0.00	37.01	28.40	4.33	1.67	0.00	34.40	2.61	161.00	0.00	8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.33	4.33	1.13	0.00	1.13	0.00	8.550	0.58	0.00	0.58	0.06	0.00	0.06	0.64	0.00	0.64	75	28.400	123	29.04	7.55	0.00	7.55	-	-	-	-	0.06	1.07	1.13	0.12	0.02	0.86	1.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	041	Marin County	2000	247.290	95.840	147.680	243.520	15.51	-	-	22.18	-	-	37.69	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.770	0.25	-	-	0.03	-	-	0.28	-	-	74	-	-	-	-	-	-	1.17	1.48	2.65	-	0.80	2.88	-	1.01	0.00	1.90	2.91	-	0.10	2.40	2.50	-	0.30	0.00	1.90	2.20	-	0.70	0.48	1.18	-	0.71	0.00	0.00	0.71	-
